utterance,response,speaker,responder,error,age,overreg,response_time,utterance_time,past_tense,plural,ul,error_type,rl
and who did put the rubbish bin under the table,well you did darling actually,CHI,MOT,TRUE,46,FALSE,-0.012000000000170985,3.586999999999989,TRUE,FALSE,10,other error,5
hula hoops,and,CHI,MOT,FALSE,46,FALSE,0.28999999999999204,1.0219999999999914,FALSE,TRUE,2,no error,1
and Daddy helped you as well,and,CHI,MOT,FALSE,46,FALSE,0.7569999999999482,1.9390000000000214,TRUE,FALSE,6,no error,1
I was tape it as well,well we don't tape it now because I've got it on tape but it's on the C_B_B_C on choice,CHI,MOT,FALSE,46,FALSE,0.5750000000000455,1.48599999999999,TRUE,FALSE,6,no error,25
could you see any fire extinguishers,well I don't think I really looked when I was a little girl Thomas,CHI,MOT,FALSE,46,FALSE,0.055000000000063665,2.0550000000000637,FALSE,TRUE,6,no error,15
the bananas in pajamas are walking down the stairs,are you singing bananas in pajamas are walking down the stairs,CHI,MOT,FALSE,46,FALSE,0.1349999999999909,4.749000000000024,FALSE,TRUE,9,no error,11
did he crep around,he didn't creep around no,CHI,MOT,FALSE,46,FALSE,0,2.0499999999999545,TRUE,FALSE,4,no error,6
know Mummy know who eat sharks and whales,no no,CHI,MOT,FALSE,46,FALSE,-1.0209999999999582,3.3199999999999363,FALSE,TRUE,8,no error,2
and I won a prize,and you won a prize didn't you,CHI,MOT,FALSE,46,FALSE,-0.8389999999999418,2.4039999999999964,TRUE,FALSE,5,no error,8
uhoh lots of number ones,no it's that's not number ones,CHI,MOT,TRUE,46,FALSE,-0.2090000000002874,2.380000000000109,FALSE,TRUE,5,other error,8
what have you got for me,take the sack off of your back and let me have a see,CHI,MOT,FALSE,46,FALSE,0.4410000000002583,2.2409999999999854,TRUE,FALSE,6,no error,13
here's a dolly dressed in white,here's a dolly dressed in white,CHI,MOT,FALSE,46,FALSE,-2.3220000000001164,2.3220000000001164,TRUE,FALSE,7,no error,7
here's a ball with colors bright,here's a ball with colors bright,CHI,MOT,FALSE,46,FALSE,-2.0779999999999745,2.0779999999999745,FALSE,TRUE,7,no error,7
you ripped that bit,then we've got_to January two thousand and one,CHI,MOT,FALSE,46,FALSE,0.22199999999975262,1.3240000000000691,TRUE,FALSE,4,no error,10
it was,we know,CHI,MOT,FALSE,46,FALSE,-0.8350000000000364,1.0680000000000405,TRUE,FALSE,2,no error,2
oh no my feet need a rest,shall I go and,CHI,MOT,TRUE,46,FALSE,-2.1200000000000045,2.310000000000059,FALSE,TRUE,7,other error,4
they can eat pooey cakes,no,CHI,MOT,FALSE,46,FALSE,-1.7069999999999936,2.728999999999928,FALSE,TRUE,5,no error,1
told,well it's a great big bag I think actually your Grandad got it from B Q didn't he one day,CHI,MOT,TRUE,46,FALSE,0.8359999999997854,0.8710000000000946,TRUE,FALSE,1,other error,22
you always need to wash apples,well yes now we've cut them up we'll eat them later so,CHI,MOT,FALSE,46,FALSE,-0.9600000000000364,3.1700000000000728,FALSE,TRUE,6,no error,14
that banged my toe,what have you done,CHI,MOT,FALSE,46,FALSE,-0.023000000000138243,1.20699999999988,TRUE,FALSE,4,no error,4
can I get the sauces,saucers,CHI,MOT,FALSE,47,FALSE,-0.3369999999999891,1.9850000000000136,FALSE,TRUE,5,no error,1
we call them scones,good boy,CHI,MOT,FALSE,47,FALSE,-0.023000000000024556,3.3780000000000427,FALSE,TRUE,4,no error,2
and bread rolls we do,you did what sorry,CHI,MOT,FALSE,47,FALSE,0,1.891999999999939,FALSE,TRUE,5,no error,4
i dropped my list,you dropped your list,CHI,MOT,TRUE,47,FALSE,-9.999999999763531e-4,0.9390000000000782,TRUE,FALSE,4,other error,4
they were havings,well eat this first,CHI,MOT,TRUE,47,FALSE,0.09199999999987085,1.9850000000001273,FALSE,TRUE,3,other error,4
how many cousins we had,mm,CHI,MOT,FALSE,47,FALSE,1.4860000000001037,3.2390000000000327,FALSE,TRUE,5,no error,1
I can I saw all of the trains,well I like,CHI,MOT,FALSE,47,FALSE,-0.3369999999999891,2.6589999999996508,FALSE,TRUE,8,no error,3
he had two,uh two please,CHI,MOT,FALSE,47,FALSE,0.11599999999998545,1.4630000000001928,TRUE,FALSE,3,no error,3
I was sit one of the customer and said please may I have some sausage and chips and tomato,you were one of the customers,CHI,MOT,TRUE,47,FALSE,-0.022999999999683496,5.804999999999836,TRUE,FALSE,19,other error,6
said I did and now it's xxx,is that your baby voice,CHI,MOT,FALSE,47,FALSE,0.8239999999996144,2.867999999999938,TRUE,FALSE,8,no error,5
look what I did here,no darling,CHI,MOT,FALSE,47,FALSE,-1.9850000000001273,1.9850000000001273,TRUE,FALSE,5,no error,2
I have just got pants on,he wears his pants on the outside doesn't he,CHI,MOT,TRUE,47,FALSE,-1.2420000000000044,1.764000000000003,TRUE,FALSE,6,other error,10
it's plugged in,it is definitely plugged in,CHI,MOT,FALSE,47,FALSE,-0.03499999999999659,1.2660000000000196,TRUE,FALSE,4,no error,5
it was squashing,oh so you took it,CHI,MOT,FALSE,47,FALSE,0.17399999999997817,0.5909999999998945,TRUE,FALSE,3,no error,5
I've got food in the xxx but I xxx,and you've had some,CHI,MOT,FALSE,48,FALSE,-3.703000000000003,3.7040000000000077,TRUE,FALSE,10,no error,5
xxx keys,one of,CHI,MOT,FALSE,48,FALSE,-1.4050000000000296,1.4050000000000296,FALSE,TRUE,2,no error,2
that's xxx miles,no no,CHI,MOT,FALSE,48,FALSE,-0.4880000000000564,2.0670000000000073,FALSE,TRUE,4,no error,2
I like whatsits,I do,CHI,MOT,FALSE,48,FALSE,0,1.3350000000000364,FALSE,TRUE,3,no error,2
is there any pink quavers,no,CHI,MOT,TRUE,48,FALSE,-0.010999999999967258,2.7159999999998945,FALSE,TRUE,5,other error,1
if I runned ran away what would happen,now if you ran away and let go it would come flying back and hit me wouldn't it,CHI,MOT,TRUE,48,FALSE,-0.05400000000008731,1.893000000000029,TRUE,FALSE,8,other error,19
found a rocket,what a shame,CHI,MOT,FALSE,48,FALSE,-0.7549999999996544,1.219000000000051,TRUE,FALSE,3,no error,3
I played you can catch you can catch I can catch,he was playing football and I said would you like to be a footballer when you grow up and he said no I want to be a fireman,CHI,MOT,FALSE,49,FALSE,-0.5190000000000055,3.2860000000000014,TRUE,FALSE,11,no error,28
little trains,oh I'll come and do that,CHI,MOT,FALSE,49,FALSE,-0.09299999999998931,1.242999999999995,FALSE,TRUE,2,no error,7
teeth feel like they're going to fall out,do they,CHI,MOT,FALSE,49,FALSE,0,2.229000000000042,FALSE,TRUE,9,no error,2
these buses have forgot fire engine,right,CHI,MOT,TRUE,49,FALSE,0.2560000000000855,2.2049999999999272,TRUE,FALSE,6,other error,1
when I lost it did you go where's the bus,even when you knew where it was,CHI,MOT,FALSE,49,FALSE,0.20199999999999818,2.4139999999999873,TRUE,FALSE,11,no error,7
pears,apples,CHI,MOT,FALSE,49,FALSE,-0.26700000000005275,1.2889999999999873,FALSE,TRUE,1,no error,1
we were,and we looked down,CHI,MOT,FALSE,49,FALSE,-0.1979999999998654,0.8939999999997781,TRUE,FALSE,2,no error,4
um when by magic another bus came,oh right,CHI,MOT,FALSE,49,FALSE,-0.24299999999993815,3.111000000000331,TRUE,FALSE,7,no error,2
tricked you,they're chomping aren't they,CHI,MOT,FALSE,49,FALSE,-0.023999999999887223,1.1959999999999127,TRUE,FALSE,2,no error,6
but the cats there looks bluey,why,CHI,MOT,TRUE,49,FALSE,0.03499999999985448,2.5890000000003965,FALSE,TRUE,6,other error,1
I've ate it,you've eaten it all have you,CHI,MOT,TRUE,49,FALSE,0.17399999999997817,1.4980000000000473,TRUE,FALSE,4,other error,7
you are just preten you are dreaming weren't you,I was dreaming,CHI,MOT,TRUE,49,FALSE,-0.046000000000276486,3.018000000000029,TRUE,FALSE,10,other error,3
and I was tickling those toes,oh stop it,CHI,MOT,FALSE,49,FALSE,-0.8930000000000291,1.7290000000002692,FALSE,TRUE,6,no error,3
I guessed what you were going to do,I'm going to put you in the engine shed,CHI,MOT,FALSE,49,FALSE,-0.11099999999987631,2.1710000000002765,TRUE,FALSE,8,no error,10
trails,hm,CHI,MOT,FALSE,49,FALSE,0.0929999999998472,0.7899999999999636,FALSE,TRUE,1,no error,1
tracks,caterpillars hm,CHI,MOT,FALSE,49,FALSE,-0.33599999999978536,1.5549999999998363,FALSE,TRUE,1,no error,2
did hurt me though,well,CHI,MOT,FALSE,49,FALSE,-0.0010000000000047748,1.9869999999999948,TRUE,FALSE,4,no error,1
you really upset me when you kicked me,Thomas I did not kick you,CHI,MOT,FALSE,49,FALSE,0.022999999999996135,3.912000000000006,TRUE,FALSE,8,no error,6
she did wanted let out that door,so you opened the door and she didn't want to go,CHI,MOT,TRUE,49,FALSE,0.01900000000023283,2.76299999999992,TRUE,FALSE,7,other error,12
this is when this is what she did when Nana and Grandad was here,did she,CHI,MOT,TRUE,49,FALSE,0,4.08600000000024,TRUE,FALSE,14,other error,2
I wasn't,xxx,CHI,MOT,FALSE,49,FALSE,-0.8240000000000691,0.8240000000000691,TRUE,FALSE,3,no error,1
just pretend the cornflakes was back of learning signs then,alright,CHI,MOT,TRUE,49,FALSE,0.11599999999998545,4.414000000000215,TRUE,FALSE,10,other error,1
Mummy play shops,xxx,CHI,MOT,FALSE,49,FALSE,-1.9070000000000107,1.9070000000000107,FALSE,TRUE,3,no error,1
um it's your xxx you can get excited,sorry,CHI,MOT,FALSE,49,FALSE,0.38700000000000045,4.012999999999977,TRUE,FALSE,9,no error,1
you got a teddy bear,oh,CHI,MOT,FALSE,49,FALSE,0.011000000000080945,1.752999999999929,TRUE,FALSE,5,no error,1
I haven't got it,please,CHI,MOT,FALSE,49,FALSE,-0.7820000000001528,0.7830000000003565,TRUE,FALSE,5,no error,1
here's some more toys,oh,CHI,MOT,TRUE,49,FALSE,0.44099999999980355,1.2890000000002146,FALSE,TRUE,5,other error,1
there's xxx to take his credit card out in a minute and then it'll be lost,and we've got white rice,CHI,MOT,FALSE,49,FALSE,-2.3220000000000027,5.200999999999908,TRUE,FALSE,18,no error,6
I did,shouldn't play under the table,CHI,MOT,FALSE,49,FALSE,-1.0679999999999836,1.0679999999999836,TRUE,FALSE,2,no error,6
I can see your letters here,that was a shock,CHI,MOT,FALSE,49,FALSE,-0.03499999999985448,2.100999999999658,FALSE,TRUE,6,no error,4
just pretend you're shocked,five six,CHI,MOT,FALSE,49,FALSE,-1.3699999999998909,1.3699999999998909,TRUE,FALSE,5,no error,2
just pretend you wanted to open the post box,xxx,CHI,MOT,FALSE,49,FALSE,-2.8209999999999127,2.832999999999629,TRUE,FALSE,9,no error,1
lost,I've just given that casserole a little stir,CHI,MOT,FALSE,49,FALSE,-0.07600000000002183,1.1960000000003674,TRUE,FALSE,1,no error,9
xxx with stabilizers,xxx,CHI,MOT,FALSE,50,FALSE,-1.3700000000000045,2.8329999999999984,FALSE,TRUE,3,no error,1
my mum Jean Lastname said I can have lots and lots_of sweets,no I did not,CHI,MOT,FALSE,50,FALSE,-0.49900000000002365,6.536999999999921,FALSE,TRUE,13,no error,4
builder builders to the rescue,what's that song,CHI,MOT,FALSE,50,FALSE,1.0850000000000364,3.3899999999999864,FALSE,TRUE,5,no error,4
got a knife and fork,oh well you if you've got a knife and fork,CHI,MOT,FALSE,50,FALSE,0.08200000000010732,1.27599999999984,TRUE,FALSE,5,no error,11
but not real burgers,not real burgers no,CHI,MOT,FALSE,50,FALSE,-0.35999999999989996,1.5559999999998126,FALSE,TRUE,4,no error,4
seen xxx,this truck is being filled with stones at a quarry,CHI,MOT,FALSE,50,FALSE,1.5670000000000073,1.1030000000000655,TRUE,FALSE,2,no error,10
I've been to quarry,a road,CHI,MOT,FALSE,50,FALSE,-1.1260000000002037,1.219000000000051,TRUE,FALSE,5,no error,2
camels,can you imagine if we went across the common in a on a camel,CHI,MOT,FALSE,50,FALSE,-0.3489999999997053,1.3469999999997526,FALSE,TRUE,1,no error,14
I'll bring the boxes,that's a better idea,CHI,MOT,FALSE,50,FALSE,-0.27899999999999636,1.3239999999996144,FALSE,TRUE,5,no error,5
and it xxx into a dive and xxx falled into a diver's xxx,right,CHI,MOT,FALSE,50,FALSE,0.007000000000005002,4.423000000000002,TRUE,FALSE,14,no error,1
h oles,yeah,CHI,MOT,FALSE,50,FALSE,0.035000000000081855,1.91599999999994,FALSE,TRUE,2,no error,1
xxx tickets and then xxx took your presents,oh it's that cheeky cheeky ticket man,CHI,MOT,FALSE,50,FALSE,1.48700000000008,5.143000000000029,FALSE,TRUE,8,no error,8
oops I ripped it,five,CHI,MOT,FALSE,50,FALSE,-0.9519999999999982,1.288000000000011,TRUE,FALSE,4,no error,1
it's climbed out,well I think it's the bottom of the box isn't it,CHI,MOT,FALSE,50,FALSE,0.038000000000010914,1.0799999999999272,TRUE,FALSE,4,no error,13
talking pretend cheese whatsits I've got real cheese whatsits,you have,CHI,MOT,FALSE,50,FALSE,-0.5180000000000291,6.072000000000116,FALSE,TRUE,10,no error,2
afternoon it rained till it wasn't,it did not,CHI,MOT,FALSE,50,FALSE,0.20899999999983265,2.4850000000001273,TRUE,FALSE,7,no error,3
cheesy whatsits I'm gonna going to kill you,no stop it,CHI,MOT,FALSE,50,FALSE,0.08099999999967622,2.4030000000002474,FALSE,TRUE,9,no error,3
you found a tiny tiny screw once,well I know and I don't think I knew what it was from,CHI,MOT,FALSE,50,FALSE,0.016999999999995907,2.9950000000000045,TRUE,FALSE,7,no error,14
bit,ah,CHI,MOT,FALSE,50,FALSE,2.2520000000000095,0.8249999999999886,TRUE,FALSE,1,no error,1
all my things are breaking,nice,CHI,MOT,FALSE,50,FALSE,-3.6560000000000628,3.657000000000039,FALSE,TRUE,5,no error,1
it's cracked here,yeah,CHI,MOT,FALSE,50,FALSE,0.011999999999943611,1.5440000000000964,TRUE,FALSE,4,no error,1
knobs and screws,knobs and screws,CHI,MOT,FALSE,50,FALSE,-0.31399999999985084,1.0329999999999018,FALSE,TRUE,3,no error,3
because he from handcuffs,did he,CHI,MOT,FALSE,50,FALSE,0.06700000000000728,2.1009999999998854,TRUE,FALSE,4,no error,2
ha got you robber,well there we are,CHI,MOT,FALSE,50,FALSE,0.40599999999994907,1.5209999999999582,TRUE,FALSE,4,no error,4
xxx blues sir,xxx blues,CHI,MOT,FALSE,50,FALSE,-0.4169999999999163,1.5319999999999254,FALSE,TRUE,3,no error,2
what was that lorry carried,www,CHI,MOT,TRUE,50,FALSE,0.12399999999979627,2.0790000000001783,TRUE,FALSE,5,other error,1
two life boats,www,CHI,MOT,FALSE,50,FALSE,0.08500000000003638,1.3469999999997526,FALSE,TRUE,3,no error,1
two life boats on rivers,www,CHI,MOT,FALSE,50,FALSE,0.18899999999985084,1.9039999999999964,FALSE,TRUE,5,no error,1
you've got xxx,www,CHI,MOT,FALSE,50,FALSE,-1.2999999999997272,1.6829999999999927,TRUE,FALSE,4,no error,1
that's when I'm died,oh,CHI,MOT,TRUE,50,FALSE,0.40599999999994907,2.2409999999999854,TRUE,FALSE,6,other error,1
I've got the right post for me,www,CHI,MOT,FALSE,50,FALSE,-0.9640000000003965,3.088000000000193,TRUE,FALSE,8,no error,1
just pretend Purdie was Woody,xxx going to stroke Woody are we,CHI,MOT,TRUE,50,FALSE,-0.11599999999998545,2.1709999999998217,TRUE,FALSE,5,other error,7
but that was a xxx pictures of planes,what's this,CHI,MOT,FALSE,50,FALSE,0.14700000000001978,2.890999999999991,FALSE,TRUE,8,no error,3
or they could have painted it,there you are painted your plane xxx,CHI,MOT,TRUE,50,FALSE,0.9060000000000059,1.752999999999986,TRUE,FALSE,6,other error,7
xxx it didn't,in the front,CHI,MOT,FALSE,50,FALSE,-1.7749999999999773,1.7760000000000105,TRUE,FALSE,4,no error,3
one was a nice woman,thought she was a nice woman,CHI,MOT,FALSE,50,FALSE,0.1309999999999718,1.6480000000000246,TRUE,FALSE,5,no error,6
leaves,leaves,CHI,MOT,FALSE,50,FALSE,0.5220000000000482,0.77800000000002,FALSE,TRUE,1,no error,1
leaves,heaves,CHI,MOT,FALSE,50,FALSE,0.2319999999999709,0.8360000000000127,FALSE,TRUE,1,no error,1
yes he went xxx,I seem to think that the picture in my mind is of the lady running with a a rolling pin,CHI,MOT,FALSE,50,FALSE,1.1050000000000182,1.3350000000000364,TRUE,FALSE,4,no error,20
made it up,it's not a nursery made it up,CHI,MOT,FALSE,50,FALSE,0.15600000000017644,1.3699999999998909,TRUE,FALSE,3,no error,8
I said do you like them,no,CHI,MOT,FALSE,50,FALSE,0.13000000000010914,1.3119999999998981,TRUE,FALSE,6,no error,1
I picked them off the floor,that's right yes,CHI,MOT,FALSE,50,FALSE,-0.03500000000030923,2.0660000000002583,TRUE,FALSE,6,no error,4
he tells you all the sweets how they're made,does he,CHI,MOT,TRUE,50,FALSE,0.1979999999998654,2.1480000000001382,TRUE,TRUE,10,other error,2
xxx wouldn't go near your ears,when you're fifty if Mummy's still alive I'll be nearly ninety,CHI,MOT,FALSE,50,FALSE,-0.11499999999978172,2.6239999999997963,FALSE,TRUE,7,no error,14
old ladies,no,CHI,MOT,FALSE,50,FALSE,-0.3489999999997053,1.0920000000000982,FALSE,TRUE,2,no error,1
look he dropped the pies,listen do you not remember our conversation earlier on,CHI,MOT,FALSE,50,FALSE,-1.9389999999998508,2.1590000000001055,TRUE,TRUE,5,no error,9
I've got that box,anyway,CHI,MOT,FALSE,51,FALSE,-1.0799999999999272,1.1730000000000018,TRUE,FALSE,5,no error,1
I've got a shop,xxx,CHI,MOT,FALSE,51,FALSE,-1.022000000000162,1.022000000000162,TRUE,FALSE,5,no error,1
she called apple,pardon,CHI,MOT,FALSE,51,FALSE,0.03499999999985448,1.4510000000000218,TRUE,FALSE,3,no error,1
have you have you collected your sweets,I have thank you yes,CHI,MOT,FALSE,51,FALSE,0.5890000000003965,2.507999999999811,TRUE,FALSE,7,no error,5
because I did a do a do,you were absolutely gorgeous,CHI,MOT,FALSE,51,FALSE,2.035000000000082,3.564000000000078,TRUE,FALSE,7,no error,4
that was in olden days,olden days when you were a little baby,CHI,MOT,FALSE,51,FALSE,-0.06999999999993634,2.2519999999999527,TRUE,FALSE,5,no error,8
old days ha ha ha,you,CHI,MOT,FALSE,51,FALSE,0.22600000000011278,3.576000000000022,FALSE,TRUE,5,no error,1
and then they she did up her knickers,uh Thomas,CHI,MOT,TRUE,51,FALSE,0.023999999999887223,3.494000000000142,TRUE,FALSE,8,other error,2
I've got a bottom,no,CHI,MOT,FALSE,51,FALSE,-0.02400000000034197,2.055000000000291,TRUE,FALSE,5,no error,1
I've got a fat botty,what,CHI,MOT,FALSE,51,FALSE,-1.6020000000003165,1.637000000000171,TRUE,FALSE,6,no error,1
oh yeah I've seen it,when the people have had have accidents,CHI,MOT,FALSE,51,FALSE,0.5759999999995671,1.1100000000001273,TRUE,FALSE,6,no error,7
you knew that,do you feel very unloved,CHI,MOT,FALSE,51,FALSE,-0.052999999999883585,1.2709999999997308,TRUE,FALSE,3,no error,5
I've seen police squirrel helicopters,oh the squirrel helicopter,CHI,MOT,FALSE,51,FALSE,-0.3739999999997963,2.675000000000182,FALSE,TRUE,6,no error,4
and those are and that was one of my thrills,are you coming to sit next to me properly now xxx,CHI,MOT,FALSE,51,FALSE,0.056999999999789,6.19399999999996,FALSE,TRUE,10,no error,11
touch these bits,www,CHI,MOT,FALSE,51,FALSE,-1.532000000000039,1.532000000000039,FALSE,TRUE,3,no error,1
those cones,get get down please,CHI,MOT,FALSE,51,FALSE,-0.08100000000001728,0.9279999999999973,FALSE,TRUE,2,no error,4
of course I don't because I tickled them killed them,oh no,CHI,MOT,FALSE,51,FALSE,0.03499999999996817,1.8110000000000355,TRUE,FALSE,11,no error,2
no ears,no ears,CHI,MOT,FALSE,51,FALSE,-0.40599999999994907,1.2539999999999054,FALSE,TRUE,2,no error,2
I told you,xxx,CHI,MOT,FALSE,51,FALSE,-1.4270000000001346,1.428000000000111,TRUE,FALSE,3,no error,1
yoghurts,they're chicken yoghurts,CHI,MOT,FALSE,51,FALSE,-0.9969999999998436,0.9980000000000473,FALSE,TRUE,1,no error,4
um sorry brought the shop down,goodness me,CHI,MOT,FALSE,51,FALSE,0.863999999999919,2.798000000000002,TRUE,FALSE,6,no error,2
for people,okay then,CHI,MOT,FALSE,51,FALSE,0.10299999999983811,1.2080000000000837,FALSE,TRUE,2,no error,2
my phone was broke,brrr brrr oh bother,CHI,MOT,TRUE,51,FALSE,9.999999999763531e-4,1.2660000000000764,TRUE,FALSE,4,other error,4
these gates,oh I'm a bit confused as to what we're doing now,CHI,MOT,FALSE,51,FALSE,-0.43100000000004,1.0570000000000164,FALSE,TRUE,2,no error,13
these gates,oh is that a gate,CHI,MOT,FALSE,51,FALSE,-0.2319999999999709,1.2070000000001073,FALSE,TRUE,2,no error,5
um have you seen I've got some xxx beakers that might be yours,oh that's the money from the safe,CHI,MOT,FALSE,51,FALSE,-0.007999999999810825,6.467000000000098,FALSE,TRUE,14,no error,8
that came off,oh dear the till's wrong,CHI,MOT,FALSE,51,FALSE,0.023999999999887223,1.6950000000001637,TRUE,FALSE,3,no error,6
